nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
ASGN INC	COM	00191U102	165	2600	SH	DFND	2600	0	0
ASGN INC	COM	00191U102	4343	68400	SH	DFND	68400	0	0
ASHFORD HOSPITALITY TR INC 	COM SHS	044103109	202	42600	SH	DFND	42600	0	0
ASHFORD HOSPITALITY TR INC 	COM SHS	044103109	107	22500	SH	DFND	22500	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	1389	17783	SH	DFND	17783	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	219	2800	SH	DFND	2800	0	0
ASML HOLDING N V 	N Y REGISTRY SHS	N07059210	15326	81500	SH	DFND	81500	0	0
ASML HOLDING N V 	N Y REGISTRY SHS	N07059210	10305	54800	SH	DFND	54800	0	0
ASPEN TECHNOLOGY INC 	COM	045327103	2811	26963	SH	DFND	26963	0	0
ASPEN TECHNOLOGY INC 	COM	045327103	855	8200	SH	DFND	8200	0	0
ASPEN TECHNOLOGY INC 	COM	045327103	417	4000	SH	DFND	4000	0	0
ASSOCIATED BANC CORP 	COM	045487105	1623	76000	SH	DFND	76000	0	0
ASSOCIATED BANC CORP 	COM	045487105	66	3100	SH	DFND	3100	0	0
ASSURANT INC 	COM	04621X108	139	1465	SH	DFND	1465	0	0
ASSURANT INC 	COM	04621X108	2705	28500	SH	DFND	28500	0	0
ASSURANT INC 	COM	04621X108	3891	41000	SH	DFND	41000	0	0
ASSURED GUARANTY LTD 	COM	G0585R106	142	3200	SH	DFND	3200	0	0
ASSURED GUARANTY LTD 	COM	G0585R106	4016	90400	SH	DFND	90400	0	0
ASTEC INDS INC 	COM	046224101	925	24507	SH	DFND	24507	0	0
ASTEC INDS INC 	COM	046224101	128	3400	SH	DFND	3400	0	0
ASTEC INDS INC 	COM	046224101	42	1100	SH	DFND	1100	0	0
ASTRAZENECA PLC 	SPONSORED ADR	046353108	12497	309100	SH	DFND	309100	0	0
ASTRAZENECA PLC 	SPONSORED ADR	046353108	5143	127200	SH	DFND	127200	0	0
AT HOME GROUP INC	COM	04650Y100	47	2627	SH	DFND	2627	0	0
AT HOME GROUP INC	COM	04650Y100	291	16300	SH	DFND	16300	0	0
AT&T INC 	COM	00206R102	4092	130500	SH	DFND	130500	0	0
AT&T INC 	COM	00206R102	5447	173700	SH	DFND	173700	0	0
ATHENE HLDG LTD 	CL A	G0684D107	8968	219800	SH	DFND	219800	0	0
ATHENE HLDG LTD 	CL A	G0684D107	1098	26900	SH	DFND	26900	0	0
ATKORE INTL GROUP INC	COM	047649108	21	963	SH	DFND	963	0	0
ATKORE INTL GROUP INC	COM	047649108	75	3500	SH	DFND	3500	0	0
ATKORE INTL GROUP INC	COM	047649108	164	7600	SH	DFND	7600	0	0
ATLANTIC PWR CORP 	COM NEW	04878Q863	149	59000	SH	DFND	59000	0	0
ATLANTIC PWR CORP 	COM NEW	04878Q863	118	47000	SH	DFND	47000	0	0
ATLASSIAN CORP PLC 	CL A	G06242104	1311	11664	SH	DFND	11664	0	0
ATLASSIAN CORP PLC 	CL A	G06242104	11284	100400	SH	DFND	100400	0	0
ATLASSIAN CORP PLC 	CL A	G06242104	4125	36700	SH	DFND	36700	0	0
ATN INTL INC 	COM	00215F107	136	2413	SH	DFND	2413	0	0
ATN INTL INC 	COM	00215F107	186	3300	SH	DFND	3300	0	0
ATN INTL INC 	COM	00215F107	536	9500	SH	DFND	9500	0	0
ATTUNITY LTD 	SHS NEW	M15332121	3647	155510	SH	DFND	155510	0	0
ATTUNITY LTD 	SHS NEW	M15332121	14	600	SH	DFND	600	0	0
AURORA CANNABIS INC	COM	05156X108	1221	134752	SH	DFND	134752	0	0
AURORA CANNABIS INC	COM	05156X108	402	44400	SH	DFND	44400	0	0
AURORA CANNABIS INC	COM	05156X108	1359	150000	SH	DFND	150000	0	0
AUTODESK INC 	COM	052769106	1410	9049	SH	DFND	9049	0	0
AUTODESK INC 	COM	052769106	14959	96000	SH	DFND	96000	0	0
AUTODESK INC 	COM	052769106	7433	47700	SH	DFND	47700	0	0
AUTOHOME INC 	SP ADR RP CL A	05278C107	3238	30800	SH	DFND	30800	0	0
AUTOLIV INC 	COM	052800109	537	7304	SH	DFND	7304	0	0
AUTOLIV INC 	COM	052800109	1059	14400	SH	DFND	14400	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	452	2827	SH	DFND	2827	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	80	500	SH	DFND	500	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	1310	8200	SH	DFND	8200	0	0
AUTONATION INC	COM	05329W102	1238	34668	SH	DFND	34668	0	0
AUTONATION INC	COM	05329W102	3572	100000	SH	DFND	100000	0	0
AUTOZONE INC 	COM	053332102	3551	3467	SH	DFND	3467	0	0
AUTOZONE INC 	COM	053332102	6554	6400	SH	DFND	6400	0	0
AVALONBAY CMNTYS INC 	COM	053484101	2007	10000	SH	DFND	10000	0	0
AVALONBAY CMNTYS INC 	COM	053484101	80	400	SH	DFND	400	0	0
AVANOS MED INC	COM	05350V106	585	13700	SH	DFND	13700	0	0
AVAYA HLDGS CORP	COM	05351X101	86	5115	SH	DFND	5115	0	0
AVAYA HLDGS CORP	COM	05351X101	252	15000	SH	DFND	15000	0	0
AVERY DENNISON CORP	COM	053611109	125	1105	SH	DFND	1105	0	0
AVERY DENNISON CORP	COM	053611109	1865	16500	SH	DFND	16500	0	0
AVID TECHNOLOGY INC 	COM	05367P100	242	32468	SH	DFND	32468	0	0
AVID TECHNOLOGY INC 	COM	05367P100	11	1500	SH	DFND	1500	0	0
AVID TECHNOLOGY INC 	COM	05367P100	75	10000	SH	DFND	10000	0	0
AVIS BUDGET GROUP INC	COM	053774105	4225	121200	SH	DFND	121200	0	0
AVIS BUDGET GROUP INC	COM	053774105	25312	726100	SH	DFND	726100	0	0
AXA EQUITABLE HLDGS INC	COM	054561105	36	1803	SH	DFND	1803	0	0
AXA EQUITABLE HLDGS INC	COM	054561105	721	35800	SH	DFND	35800	0	0
AXALTA COATING SYS LTD 	COM	G0750C108	408	16200	SH	DFND	16200	0	0
AXCELIS TECHNOLOGIES INC 	COM NEW	054540208	924	45928	SH	DFND	45928	0	0
AXCELIS TECHNOLOGIES INC 	COM NEW	054540208	2014	100100	SH	DFND	100100	0	0
AXIS CAPITAL HOLDINGS LTD 	SHS	G0692U109	29	522	SH	DFND	522	0	0
AXIS CAPITAL HOLDINGS LTD 	SHS	G0692U109	630	11500	SH	DFND	11500	0	0
AXOGEN INC	COM	05463X106	41	1944	SH	DFND	1944	0	0
AXOGEN INC	COM	05463X106	179	8500	SH	DFND	8500	0	0
AXOGEN INC	COM	05463X106	461	21900	SH	DFND	21900	0	0
AXON ENTERPRISE INC	COM	05464C101	1192	21900	SH	DFND	21900	0	0
AXON ENTERPRISE INC	COM	05464C101	713	13100	SH	DFND	13100	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	1455	49812	SH	DFND	49812	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	678	23200	SH	DFND	23200	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	4022	137700	SH	DFND	137700	0	0
B & G FOODS INC NEW	COM	05508R106	2208	90400	SH	DFND	90400	0	0
B2GOLD CORP 	COM	11777Q209	32	11500	SH	DFND	11500	0	0
B2GOLD CORP 	COM	11777Q209	56	20000	SH	DFND	20000	0	0
BAIDU INC	SPON ADR REP A	056752108	11369	68964	SH	DFND	68964	0	0
BAIDU INC	SPON ADR REP A	056752108	15611	94700	SH	DFND	94700	0	0
BAIDU INC	SPON ADR REP A	056752108	46422	281600	SH	DFND	281600	0	0
BAKER HUGHES A GE CO 	CL A	05722G100	424	15300	SH	DFND	15300	0	0
BALL CORP 	COM	058498106	21397	369800	SH	DFND	369800	0	0
BALL CORP 	COM	058498106	3946	68200	SH	DFND	68200	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	1973	142540	SH	DFND	142540	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	1384	100000	SH	DFND	100000	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	5953	430100	SH	DFND	430100	0	0
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	4364	400000	SH	DFND	400000	0	0
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	35653	3267900	SH	DFND	3267900	0	0
BANCO SANTANDER MEXICO S A	SPONSORED ADS B	05969B103	1	114	SH	DFND	114	0	0
BANCO SANTANDER MEXICO S A	SPONSORED ADS B	05969B103	131	19300	SH	DFND	19300	0	0
BANDWIDTH INC 	COM CL A	05988J103	516	7700	SH	DFND	7700	0	0
BANK AMER CORP 	COM	060505104	39840	1443988	SH	DFND	1443988	0	0
BANK AMER CORP 	COM	060505104	17583	637300	SH	DFND	637300	0	0
BANK AMER CORP 	COM	060505104	38756	1404700	SH	DFND	1404700	0	0
BANK HAWAII CORP 	COM	062540109	98	1244	SH	DFND	1244	0	0
BANK HAWAII CORP 	COM	062540109	252	3200	SH	DFND	3200	0	0
BANK OZK	COM	06417N103	357	12329	SH	DFND	12329	0	0
BANK OZK	COM	06417N103	130	4500	SH	DFND	4500	0	0
BAOZUN INC 	SPONSORED ADR	06684L103	2301	55400	SH	DFND	55400	0	0
BAOZUN INC 	SPONSORED ADR	06684L103	3116	75000	SH	DFND	75000	0	0
BARINGS BDC INC	COM	06759L103	34	3446	SH	DFND	3446	0	0
BARINGS BDC INC	COM	06759L103	115	11700	SH	DFND	11700	0	0
BARRICK GOLD CORPORATION 	COM	067901108	6442	469862	SH	DFND	469862	0	0
BARRICK GOLD CORPORATION 	COM	067901108	5006	365100	SH	DFND	365100	0	0
BARRICK GOLD CORPORATION 	COM	067901108	21813	1591000	SH	DFND	1591000	0	0
BAUSCH HEALTH COS INC 	COM	071734107	10789	436800	SH	DFND	436800	0	0
BAUSCH HEALTH COS INC 	COM	071734107	29991	1214200	SH	DFND	1214200	0	0
BAXTER INTL INC 	COM	071813109	12798	157400	SH	DFND	157400	0	0
BB&T CORP 	COM	054937107	9822	211091	SH	DFND	211091	0	0
BB&T CORP 	COM	054937107	8566	184100	SH	DFND	184100	0	0
BB&T CORP 	COM	054937107	19035	409100	SH	DFND	409100	0	0
BCE INC 	COM NEW	05534B760	3618	81500	SH	DFND	81500	0	0
BEACON ROOFING SUPPLY INC	COM	073685109	140	4366	SH	DFND	4366	0	0
BEACON ROOFING SUPPLY INC	COM	073685109	183	5700	SH	DFND	5700	0	0
BECTON DICKINSON & CO 	COM	075887109	19329	77400	SH	DFND	77400	0	0
BED BATH & BEYOND INC	COM	075896100	491	28924	SH	DFND	28924	0	0
BED BATH & BEYOND INC	COM	075896100	510	30000	SH	DFND	30000	0	0
BED BATH & BEYOND INC	COM	075896100	1792	105500	SH	DFND	105500	0	0
BEIGENE LTD 	SPONSORED ADR	07725L102	700	5300	SH	DFND	5300	0	0
BENCHMARK ELECTRS INC 	COM	08160H101	36	1367	SH	DFND	1367	0	0
BENCHMARK ELECTRS INC 	COM	08160H101	620	23600	SH	DFND	23600	0	0
BERKLEY W R CORP 	COM	084423102	3219	38000	SH	DFND	38000	0	0
BERKSHIRE HATHAWAY INC DEL 	CL B NEW	084670702	13681	68100	SH	DFND	68100	0	0
BERKSHIRE HATHAWAY INC DEL 	CL B NEW	084670702	24830	123600	SH	DFND	123600	0	0
BERKSHIRE HILLS BANCORP INC 	COM	084680107	43	1570	SH	DFND	1570	0	0
BERKSHIRE HILLS BANCORP INC 	COM	084680107	191	7000	SH	DFND	7000	0	0
BERRY GLOBAL GROUP INC 	COM	08579W103	12740	236500	SH	DFND	236500	0	0
BERRY GLOBAL GROUP INC 	COM	08579W103	3712	68900	SH	DFND	68900	0	0
BEST BUY INC 	COM	086516101	7035	99000	SH	DFND	99000	0	0
BEST BUY INC 	COM	086516101	3120	43900	SH	DFND	43900	0	0
BGC PARTNERS INC	CL A	05541T101	213	40172	SH	DFND	40172	0	0
BHP GROUP LTD	SPONSORED ADS	088606108	3685	67400	SH	DFND	67400	0	0
BHP GROUP LTD	SPONSORED ADS	088606108	2734	50000	SH	DFND	50000	0	0
BIG 5 SPORTING GOODS CORP	COM	08915P101	8	2412	SH	DFND	2412	0	0
BIG 5 SPORTING GOODS CORP	COM	08915P101	54	17000	SH	DFND	17000	0	0
BIG LOTS INC 	COM	089302103	2795	73519	SH	DFND	73519	0	0
BIG LOTS INC 	COM	089302103	1483	39000	SH	DFND	39000	0	0
BIG LOTS INC 	COM	089302103	1844	48500	SH	DFND	48500	0	0
BILIBILI INC	SPONS ADS REP Z	090040106	322	17000	SH	DFND	17000	0	0
BIO TECHNE CORP 	COM	09073M104	2224	11200	SH	DFND	11200	0	0
BIO TECHNE CORP 	COM	09073M104	2680	13500	SH	DFND	13500	0	0
BIOGEN INC 	COM	09062X103	16887	71439	SH	DFND	71439	0	0
BIOGEN INC 	COM	09062X103	5059	21400	SH	DFND	21400	0	0
BIOGEN INC 	COM	09062X103	51436	217600	SH	DFND	217600	0	0
BIOMARIN PHARMACEUTICAL INC 	COM	09061G101	2532	28500	SH	DFND	28500	0	0
BIOMARIN PHARMACEUTICAL INC 	COM	09061G101	6636	74700	SH	DFND	74700	0	0
BIOTELEMETRY INC 	COM	090672106	4127	65900	SH	DFND	65900	0	0
BIOTELEMETRY INC 	COM	090672106	3050	48700	SH	DFND	48700	0	0
BJS RESTAURANTS INC 	COM	09180C106	120	2541	SH	DFND	2541	0	0
BJS RESTAURANTS INC 	COM	09180C106	454	9600	SH	DFND	9600	0	0
BJS RESTAURANTS INC 	COM	09180C106	728	15400	SH	DFND	15400	0	0
BJS WHSL CLUB HLDGS INC	COM	05550J101	814	29700	SH	DFND	29700	0	0
BJS WHSL CLUB HLDGS INC	COM	05550J101	307	11200	SH	DFND	11200	0	0
BLACK HILLS CORP 	COM	092113109	228	3081	SH	DFND	3081	0	0
BLACK HILLS CORP 	COM	092113109	7	100	SH	DFND	100	0	0
BLACK KNIGHT INC 	COM	09215C105	862	15815	SH	DFND	15815	0	0
BLACK KNIGHT INC 	COM	09215C105	1014	18600	SH	DFND	18600	0	0
BLACKBAUD INC 	COM	09227Q100	439	5500	SH	DFND	5500	0	0
BLACKBERRY LTD 	COM	09228F103	7839	776949	SH	DFND	776949	0	0
BLACKBERRY LTD 	COM	09228F103	133	13200	SH	DFND	13200	0	0
BLACKBERRY LTD 	COM	09228F103	22960	2275500	SH	DFND	2275500	0	0
BLACKLINE INC 	COM	09239B109	269	5800	SH	DFND	5800	0	0
BLACKROCK INC 	COM	09247X101	6153	14397	SH	DFND	14397	0	0
BLACKROCK INC 	COM	09247X101	5983	14000	SH	DFND	14000	0	0
BLACKROCK INC 	COM	09247X101	10129	23700	SH	DFND	23700	0	0
BLACKSTONE GROUP L P 	COM UNIT LTD	09253U108	3470	99238	SH	DFND	99238	0	0
BLACKSTONE GROUP L P 	COM UNIT LTD	09253U108	581	16600	SH	DFND	16600	0	0
BLACKSTONE GROUP L P 	COM UNIT LTD	09253U108	8977	256700	SH	DFND	256700	0	0
BLACKSTONE MTG TR INC 	COM CL A	09257W100	646	18700	SH	DFND	18700	0	0
BLACKSTONE MTG TR INC 	COM CL A	09257W100	6960	201400	SH	DFND	201400	0	0
BLOCK H & R INC	COM	093671105	603	25200	SH	DFND	25200	0	0
BLOCK H & R INC	COM	093671105	361	15100	SH	DFND	15100	0	0
BLUCORA INC 	COM	095229100	2280	68300	SH	DFND	68300	0	0
BLUEBIRD BIO INC 	COM	09609G100	473	3008	SH	DFND	3008	0	0
BLUEBIRD BIO INC 	COM	09609G100	2266	14400	SH	DFND	14400	0	0
BMC STK HLDGS INC 	COM	05591B109	624	35300	SH	DFND	35300	0	0
BMC STK HLDGS INC 	COM	05591B109	194	11000	SH	DFND	11000	0	0
BOEING CO 	COM	097023105	59574	156189	SH	DFND	156189	0	0
BOEING CO 	COM	097023105	191892	503100	SH	DFND	503100	0	0
BOEING CO 	COM	097023105	181937	477000	SH	DFND	477000	0	0
BONANZA CREEK ENERGY INC 	COM NEW	097793400	20	862	SH	DFND	862	0	0
BONANZA CREEK ENERGY INC 	COM NEW	097793400	238	10500	SH	DFND	10500	0	0
BOOKING HLDGS INC	COM	09857L108	5034	2885	SH	DFND	2885	0	0
BOOKING HLDGS INC	COM	09857L108	26697	15300	SH	DFND	15300	0	0
BOOKING HLDGS INC	COM	09857L108	52696	30200	SH	DFND	30200	0	0
BOOZ ALLEN HAMILTON HLDG COR 	CL A	099502106	1746	30035	SH	DFND	30035	0	0
BOOZ ALLEN HAMILTON HLDG COR 	CL A	099502106	703	12100	SH	DFND	12100	0	0
BORGWARNER INC 	COM	099724106	2758	71807	SH	DFND	71807	0	0
BORGWARNER INC 	COM	099724106	1475	38400	SH	DFND	38400	0	0
BORGWARNER INC 	COM	099724106	9725	253200	SH	DFND	253200	0	0
BOSTON BEER INC 	CL A	100557107	4745	16100	SH	DFND	16100	0	0
BOSTON BEER INC 	CL A	100557107	1474	5000	SH	DFND	5000	0	0
BOSTON SCIENTIFIC CORP 	COM	101137107	283	7378	SH	DFND	7378	0	0
BOSTON SCIENTIFIC CORP 	COM	101137107	12	300	SH	DFND	300	0	0
BOX INC 	CL A	10316T104	5153	266836	SH	DFND	266836	0	0
BOX INC 	CL A	10316T104	589	30500	SH	DFND	30500	0	0
BOX INC 	CL A	10316T104	15550	805300	SH	DFND	805300	0	0
BOYD GAMING CORP 	COM	103304101	1015	37115	SH	DFND	37115	0	0
BOYD GAMING CORP 	COM	103304101	156	5700	SH	DFND	5700	0	0
BOYD GAMING CORP 	COM	103304101	3494	127700	SH	DFND	127700	0	0
BP MIDSTREAM PARTNERS LP 	UNIT LTD PTNR	0556EL109	33	2296	SH	DFND	2296	0	0
BP MIDSTREAM PARTNERS LP 	UNIT LTD PTNR	0556EL109	171	11800	SH	DFND	11800	0	0
BP PLC 	SPONSORED ADR	055622104	6143	140500	SH	DFND	140500	0	0
BP PLC 	SPONSORED ADR	055622104	765	17500	SH	DFND	17500	0	0
BRAEMAR HOTELS & RESORTS INC	COM	10482B101	78	6427	SH	DFND	6427	0	0
BRAEMAR HOTELS & RESORTS INC	COM	10482B101	78	6400	SH	DFND	6400	0	0
BRF SA 	SPONSORED ADR	10552T107	25	4220	SH	DFND	4220	0	0
BRF SA 	SPONSORED ADR	10552T107	329	56600	SH	DFND	56600	0	0
BRIGGS & STRATTON CORP	COM	109043109	226	19099	SH	DFND	19099	0	0
BRIGGS & STRATTON CORP	COM	109043109	467	39500	SH	DFND	39500	0	0
BRIGHT HORIZONS FAM SOL IN D 	COM	109194100	3813	30000	SH	DFND	30000	0	0
BRIGHTHOUSE FINL INC 	COM	10922N103	1045	28800	SH	DFND	28800	0	0
BRIGHTHOUSE FINL INC 	COM	10922N103	3215	88600	SH	DFND	88600	0	0
BRIGHTVIEW HLDGS INC	COM	10948C107	1075	74663	SH	DFND	74663	0	0
BRINKER INTL INC 	COM	109641100	405	9130	SH	DFND	9130	0	0
BRINKS CO 	COM	109696104	446	5911	SH	DFND	5911	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	12622	264562	SH	DFND	264562	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	7009	146900	SH	DFND	146900	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	19270	403900	SH	DFND	403900	0	0
BRITISH AMERN TOB PLC	SPONSORED ADR	110448107	6083	145801	SH	DFND	145801	0	0
BRIXMOR PPTY GROUP INC 	COM	11120U105	468	25500	SH	DFND	25500	0	0
BRIXMOR PPTY GROUP INC 	COM	11120U105	601	32700	SH	DFND	32700	0	0
BROADCOM INC	COM	11135F101	107835	358600	SH	DFND	358600	0	0
BROADCOM INC	COM	11135F101	31154	103600	SH	DFND	103600	0	0
BROOKFIELD INFRAST PARTNERS 	LP INT UNIT	G16252101	980	23400	SH	DFND	23400	0	0
BROOKFIELD INFRAST PARTNERS 	LP INT UNIT	G16252101	201	4800	SH	DFND	4800	0	0
BROOKFIELD PPTY PARTNERS L P 	UNIT LTD PARTN	G16249107	141	6832	SH	DFND	6832	0	0
BROOKFIELD PPTY PARTNERS L P 	UNIT LTD PARTN	G16249107	265	12900	SH	DFND	12900	0	0
BROOKFIELD PPTY PARTNERS L P 	UNIT LTD PARTN	G16249107	1434	69700	SH	DFND	69700	0	0
BROOKS AUTOMATION INC 	COM	114340102	149	5080	SH	DFND	5080	0	0
BROOKS AUTOMATION INC 	COM	114340102	431	14700	SH	DFND	14700	0	0
BROOKS AUTOMATION INC 	COM	114340102	874	29800	SH	DFND	29800	0	0
BUILDERS FIRSTSOURCE INC 	COM	12008R107	155	11609	SH	DFND	11609	0	0
BUNGE LIMITED	COM	G16962105	3737	70420	SH	DFND	70420	0	0
BUNGE LIMITED	COM	G16962105	557	10500	SH	DFND	10500	0	0
BUNGE LIMITED	COM	G16962105	6973	131400	SH	DFND	131400	0	0
BURLINGTON STORES INC 	COM	122017106	12102	77242	SH	DFND	77242	0	0
BURLINGTON STORES INC 	COM	122017106	251	1600	SH	DFND	1600	0	0
BURLINGTON STORES INC 	COM	122017106	13615	86900	SH	DFND	86900	0	0
BWX TECHNOLOGIES INC	COM	05605H100	150	3019	SH	DFND	3019	0	0
BWX TECHNOLOGIES INC	COM	05605H100	1200	24200	SH	DFND	24200	0	0
C H ROBINSON WORLDWIDE INC 	COM NEW	12541W209	4941	56800	SH	DFND	56800	0	0
C H ROBINSON WORLDWIDE INC 	COM NEW	12541W209	887	10200	SH	DFND	10200	0	0
CABOT CORP	COM	127055101	700	16825	SH	DFND	16825	0	0
CABOT CORP	COM	127055101	4	100	SH	DFND	100	0	0
CABOT CORP	COM	127055101	2119	50900	SH	DFND	50900	0	0
CABOT MICROELECTRONICS CORP 	COM	12709P103	3034	27100	SH	DFND	27100	0	0
CABOT OIL & GAS CORP 	COM	127097103	2014	77146	SH	DFND	77146	0	0
CABOT OIL & GAS CORP 	COM	127097103	392	15000	SH	DFND	15000	0	0
CABOT OIL & GAS CORP 	COM	127097103	10049	385000	SH	DFND	385000	0	0
CACI INTL INC 	CL A	127190304	6098	33500	SH	DFND	33500	0	0
CACI INTL INC 	CL A	127190304	10102	55500	SH	DFND	55500	0	0
CACTUS INC 	CL A	127203107	210	5888	SH	DFND	5888	0	0
CADENCE BANCORPORATION 	CL A	12739A100	539	29036	SH	DFND	29036	0	0
CADENCE BANCORPORATION 	CL A	12739A100	1770	95400	SH	DFND	95400	0	0
CADENCE DESIGN SYSTEM INC 	COM	127387108	24039	378500	SH	DFND	378500	0	0
CADENCE DESIGN SYSTEM INC 	COM	127387108	3944	62100	SH	DFND	62100	0	0
CAESARS ENTMT CORP 	COM	127686103	178	20497	SH	DFND	20497	0	0
CAESARS ENTMT CORP 	COM	127686103	1521	175000	SH	DFND	175000	0	0
CAESARSTONE LTD 	ORD SHS	M20598104	323	20690	SH	DFND	20690	0	0
CAESARSTONE LTD 	ORD SHS	M20598104	198	12700	SH	DFND	12700	0	0
CAESARSTONE LTD 	ORD SHS	M20598104	2184	139900	SH	DFND	139900	0	0
CAI INTERNATIONAL INC 	COM	12477X106	525	22649	SH	DFND	22649	0	0
CAI INTERNATIONAL INC 	COM	12477X106	332	14300	SH	DFND	14300	0	0
CAI INTERNATIONAL INC 	COM	12477X106	123	5300	SH	DFND	5300	0	0
CAL MAINE FOODS INC	COM NEW	128030202	20	443	SH	DFND	443	0	0
CAL MAINE FOODS INC	COM NEW	128030202	353	7900	SH	DFND	7900	0	0
CAL MAINE FOODS INC	COM NEW	128030202	228	5100	SH	DFND	5100	0	0
CALAVO GROWERS INC	COM	128246105	1202	14340	SH	DFND	14340	0	0
CALIFORNIA RES CORP 	COM NEW	13057Q206	2863	111343	SH	DFND	111343	0	0
CALIFORNIA RES CORP 	COM NEW	13057Q206	5980	232600	SH	DFND	232600	0	0
CALIFORNIA WTR SVC GROUP 	COM	130788102	651	12000	SH	DFND	12000	0	0
CALIX INC 	COM	13100M509	135	17518	SH	DFND	17518	0	0
CALLAWAY GOLF CO 	COM	131193104	231	14531	SH	DFND	14531	0	0
CALLAWAY GOLF CO 	COM	131193104	13	800	SH	DFND	800	0	0
CALLAWAY GOLF CO 	COM	131193104	419	26300	SH	DFND	26300	0	0
CALLON PETE CO DEL 	COM	13123X102	191	25293	SH	DFND	25293	0	0
CAMBREX CORP 	COM	132011107	130	3358	SH	DFND	3358	0	0
CAMBREX CORP 	COM	132011107	175	4500	SH	DFND	4500	0	0
CAMBREX CORP 	COM	132011107	971	25000	SH	DFND	25000	0	0
CAMECO CORP 	COM	13321L108	3091	262200	SH	DFND	262200	0	0
CAMECO CORP 	COM	13321L108	59	5000	SH	DFND	5000	0	0
CAMPBELL SOUP CO	COM	134429109	3645	95600	SH	DFND	95600	0	0
CAMPBELL SOUP CO	COM	134429109	1266	33200	SH	DFND	33200	0	0
CAMPING WORLD HLDGS INC	CL A	13462K109	86	6191	SH	DFND	6191	0	0
CAMPING WORLD HLDGS INC	CL A	13462K109	787	56600	SH	DFND	56600	0	0
CANADA GOOSE HOLDINGS INC 	SHS SUB VTG	135086106	920	19162	SH	DFND	19162	0	0
CANADA GOOSE HOLDINGS INC 	SHS SUB VTG	135086106	72	1500	SH	DFND	1500	0	0
CANADIAN NAT RES LTD 	COM	136385101	90	3269	SH	DFND	3269	0	0
CANADIAN NAT RES LTD 	COM	136385101	539	19600	SH	DFND	19600	0	0
CANADIAN NAT RES LTD 	COM	136385101	531	19300	SH	DFND	19300	0	0
CANADIAN NATL RY CO 	COM	136375102	3534	39500	SH	DFND	39500	0	0
CANADIAN NATL RY CO 	COM	136375102	1119	12500	SH	DFND	12500	0	0
CANADIAN SOLAR INC 	COM	136635109	3950	212000	SH	DFND	212000	0	0
CANADIAN SOLAR INC 	COM	136635109	164	8800	SH	DFND	8800	0	0
CANOPY GROWTH CORP	COM	138035100	1295	29859	SH	DFND	29859	0	0
CANOPY GROWTH CORP	COM	138035100	87	2000	SH	DFND	2000	0	0
CANOPY GROWTH CORP	COM	138035100	1084	25000	SH	DFND	25000	0	0
CAPITAL ONE FINL CORP 	COM	14040H105	188	2300	SH	DFND	2300	0	0
CAPITAL ONE FINL CORP 	COM	14040H105	41	500	SH	DFND	500	0	0
CAPITAL SR LIVING CORP	COM	140475104	38	9640	SH	DFND	9640	0	0
CAPITAL SR LIVING CORP	COM	140475104	165	41300	SH	DFND	41300	0	0
CAPRI HOLDINGS LIMITED	SHS	G1890L107	4034	88174	SH	DFND	88174	0	0
CAPRI HOLDINGS LIMITED	COM	G1890L107	9319	203700	SH	DFND	178700	0	0
CAPRI HOLDINGS LIMITED	COM	G1890L107	2288	50000	SH	DFND	50000	0	0
CARBON BLACK INC	COM	14081R103	86	6192	SH	DFND	6192	0	0
CARBON BLACK INC	COM	14081R103	400	28700	SH	DFND	28700	0	0
CARBONITE INC 	COM	141337105	356	14338	SH	DFND	14338	0	0
CARBONITE INC 	COM	141337105	42	1700	SH	DFND	1700	0	0
CARBONITE INC 	COM	141337105	2655	107000	SH	DFND	107000	0	0
CARDINAL HEALTH INC 	COM	14149Y108	8147	169200	SH	DFND	169200	0	0
CARDINAL HEALTH INC 	COM	14149Y108	4136	85900	SH	DFND	85900	0	0
CARDIOVASCULAR SYS INC DEL 	COM	141619106	388	10045	SH	DFND	10045	0	0
CARDIOVASCULAR SYS INC DEL 	COM	141619106	387	10000	SH	DFND	10000	0	0
CAREDX INC 	COM	14167L103	80	2540	SH	DFND	2540	0	0
CAREDX INC 	COM	14167L103	444	14100	SH	DFND	14100	0	0
CARETRUST REIT INC 	COM	14174T107	40	1708	SH	DFND	1708	0	0
