nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
FULTON FINL CORP PA	COM	360271100	834	53894	SH	SOLE	53894	0	0
G1 THERAPEUTICS INC	COM	3621LQ109	253	15231	SH	SOLE	15231	0	0
GALAPAGOS NV	SPON ADR	36315X101	361	3061	SH	SOLE	3061	0	0
GALLAGHER ARTHUR J & CO	COM	363576109	6252	80057	SH	SOLE	80057	0	0
GAMESTOP CORP NEW	CL A	36467W109	144	14176	SH	SOLE	14176	0	0
GAMING & LEISURE PPTYS INC	COM	36467J108	1769	45862	SH	SOLE	45862	0	0
GANNETT CO INC	COM	36473H104	166	15739	SH	SOLE	15739	0	0
GAP INC	COM	364760108	1530	58427	SH	SOLE	58427	0	0
GARMIN LTD	SHS	H2906T109	4338	50238	SH	SOLE	50238	0	0
GARTNER INC	COM	366651107	2194	14467	SH	SOLE	14467	0	0
GATX CORP	COM	361448103	9941	130175	SH	SOLE	130175	0	0
GCP APPLIED TECHNOLOGIES INC	COM	36164Y101	362	12220	SH	SOLE	12220	0	0
GENERAC HLDGS INC	COM	368736104	353	6886	SH	SOLE	6886	0	0
GENERAL DYNAMICS CORP	COM	369550108	78955	466418	SH	SOLE	466418	0	0
GENERAL ELECTRIC CO	COM	369604103	10903	1091408	SH	SOLE	1091408	0	0
GENERAL MLS INC	COM	370334104	4920	95065	SH	SOLE	95065	0	0
GENERAL MTRS CO	COM	37045V100	5811	156640	SH	SOLE	156640	0	0
GENESEE & WYO INC	CL A	371559105	431	4946	SH	SOLE	4946	0	0
GENOMIC HEALTH INC	COM	37244C101	1038	14816	SH	SOLE	14816	0	0
GENTEX CORP	COM	371901109	458	22147	SH	SOLE	22147	0	0
GENUINE PARTS CO	COM	372460105	86873	775448	SH	SOLE	775448	0	0
GENWORTH FINL INC	COM CL A	37247D106	617	161058	SH	SOLE	161058	0	0
GEO GROUP INC NEW	COM	36162J106	971	50555	SH	SOLE	50555	0	0
GERON CORP	COM	374163103	136	81943	SH	SOLE	81943	0	0
G-III APPAREL GROUP LTD	COM	36237H101	237	5934	SH	SOLE	5934	0	0
GILEAD SCIENCES INC	COM	375558103	84805	1304494	SH	SOLE	1304494	0	0
GLACIER BANCORP INC NEW	COM	37637Q105	898	22423	SH	SOLE	22423	0	0
GLAUKOS CORP	COM	377322102	290	3705	SH	SOLE	3705	0	0
GLOBAL BLOOD THERAPEUTICS IN	COM	37890U108	1321	24955	SH	SOLE	24955	0	0
GLOBAL NET LEASE INC	COM NEW	379378201	203	10743	SH	SOLE	10743	0	0
GLOBAL PMTS INC	COM	37940X102	2593	18994	SH	SOLE	18994	0	0
GLOBUS MED INC	CL A	379577208	862	17441	SH	SOLE	17441	0	0
GLU MOBILE INC	COM	379890106	134	12256	SH	SOLE	12256	0	0
GLYCOMIMETICS INC	COM	38000Q102	229	18359	SH	SOLE	18359	0	0
GODADDY INC	CL A	380237107	578	7681	SH	SOLE	7681	0	0
GOLAR LNG LTD BERMUDA	SHS	G9456A100	217	10284	SH	SOLE	10284	0	0
GOLDMAN SACHS GROUP INC	COM	38141G104	54647	284635	SH	SOLE	284635	0	0
GOODYEAR TIRE & RUBR CO	COM	382550101	365	20135	SH	SOLE	20135	0	0
GOPRO INC	CL A	38268T103	81	12494	SH	SOLE	12494	0	0
GORMAN RUPP CO	COM	383082104	9545	281227	SH	SOLE	281227	0	0
GRACE W R & CO DEL NEW	COM	38388F108	318	4072	SH	SOLE	4072	0	0
GRACO INC	COM	384109104	13180	266164	SH	SOLE	266164	0	0
GRAHAM HLDGS CO	COM	384637104	261	382	SH	SOLE	382	0	0
GRAINGER W W INC	COM	384802104	78613	261232	SH	SOLE	261232	0	0
GRANITE CONSTR INC	COM	387328107	373	8639	SH	SOLE	8639	0	0
GREAT WESTN BANCORP INC	COM	391416104	249	7867	SH	SOLE	7867	0	0
GREEN DOT CORP	CL A	39304D102	925	15249	SH	SOLE	15249	0	0
GREIF INC	CL A	397624107	204	4952	SH	SOLE	4952	0	0
GRIFOLS S A	SP ADR REP B NVT	398438408	939	46706	SH	SOLE	46706	0	0
GROUPON INC	COM	399473107	3702	1042949	SH	SOLE	1042949	0	0
GRUBHUB INC	COM	400110102	285	4098	SH	SOLE	4098	0	0
GUIDEWIRE SOFTWARE INC	COM	40171V100	357	3673	SH	SOLE	3673	0	0
GULFPORT ENERGY CORP	COM NEW	402635304	259	32291	SH	SOLE	32291	0	0
GW PHARMACEUTICALS PLC	ADS	36197T103	1661	9854	SH	SOLE	9854	0	0
HAEMONETICS CORP	COM	405024100	1035	11834	SH	SOLE	11834	0	0
HALCON RES CORP	COM PAR NEW	40537Q605	20	14512	SH	SOLE	14512	0	0
HALLIBURTON CO	COM	406216101	4498	153531	SH	SOLE	153531	0	0
HALOZYME THERAPEUTICS INC	COM	40637H109	1012	62835	SH	SOLE	62835	0	0
HANCOCK WHITNEY CORPORATION	COM	410120109	1102	27287	SH	SOLE	27287	0	0
HANESBRANDS INC	COM	410345102	767	42921	SH	SOLE	42921	0	0
HANOVER INS GROUP INC	COM	410867105	975	8538	SH	SOLE	8538	0	0
HARLEY DAVIDSON INC	COM	412822108	2077	58254	SH	SOLE	58254	0	0
HARMONIC INC	COM	413160102	64	11800	SH	SOLE	11800	0	0
HARRIS CORP DEL	COM	413875105	2276	14253	SH	SOLE	14253	0	0
HARSCO CORP	COM	415864107	223	11042	SH	SOLE	11042	0	0
HARTFORD FINL SVCS GROUP INC	COM	416515104	7161	144034	SH	SOLE	144034	0	0
HASBRO INC	COM	418056107	7684	90378	SH	SOLE	90378	0	0
HAWAIIAN ELEC INDUSTRIES	COM	419870100	420	10296	SH	SOLE	10296	0	0
HCA HEALTHCARE INC	COM	40412C101	8681	66579	SH	SOLE	66579	0	0
HCP INC	COM	40414L109	7870	251443	SH	SOLE	251443	0	0
HEALTHCARE RLTY TR	COM	421946104	1681	52336	SH	SOLE	52336	0	0
HEALTHCARE SVCS GRP INC	COM	421906108	16759	508009	SH	SOLE	508009	0	0
HEALTHCARE TR AMER INC	CL A NEW	42225P501	1334	46669	SH	SOLE	46669	0	0
HEALTHEQUITY INC	COM	42226A107	930	12565	SH	SOLE	12565	0	0
HECLA MNG CO	COM	422704106	115	49839	SH	SOLE	49839	0	0
HELEN OF TROY CORP LTD	COM	G4388N106	577	4975	SH	SOLE	4975	0	0
HELIX ENERGY SOLUTIONS GRP I	COM	42330P107	153	19326	SH	SOLE	19326	0	0
HELMERICH & PAYNE INC	COM	423452101	3582	64470	SH	SOLE	64470	0	0
HENRY JACK & ASSOC INC	COM	426281101	3967	28594	SH	SOLE	28594	0	0
HENRY SCHEIN INC	COM	806407102	6965	115873	SH	SOLE	115873	0	0
HERSHEY CO	COM	427866108	4470	38928	SH	SOLE	38928	0	0
HESS CORP	COM	42809H107	2698	44801	SH	SOLE	44801	0	0
HEWLETT PACKARD ENTERPRISE C	COM	42824C109	4324	280204	SH	SOLE	280204	0	0
HFF INC	CL A	40418F108	249	5212	SH	SOLE	5212	0	0
HIGHPOINT RES CORP	COM	43114K108	33	15009	SH	SOLE	15009	0	0
HIGHWOODS PPTYS INC	COM	431284108	1502	32117	SH	SOLE	32117	0	0
HILL ROM HLDGS INC	COM	431475102	868	8199	SH	SOLE	8199	0	0
HILLENBRAND INC	COM	431571108	9348	225094	SH	SOLE	225094	0	0
HILTON WORLDWIDE HLDGS INC	COM	43300A203	5588	67239	SH	SOLE	67239	0	0
HMS HLDGS CORP	COM	40425J101	339	11463	SH	SOLE	11463	0	0
HNI CORP	COM	404251100	306	8419	SH	SOLE	8419	0	0
HOLLYFRONTIER CORP	COM	436106108	2690	54590	SH	SOLE	54590	0	0
HOLOGIC INC	COM	436440101	4326	89373	SH	SOLE	89373	0	0
HOME BANCSHARES INC	COM	436893200	872	49646	SH	SOLE	49646	0	0
HOME DEPOT INC	COM	437076102	66112	344532	SH	SOLE	344532	0	0
HOMOLOGY MEDICINES INC	COM	438083107	405	14606	SH	SOLE	14606	0	0
HONEYWELL INTL INC	COM	438516106	15329	96459	SH	SOLE	96459	0	0
HOPE BANCORP INC	COM	43940T109	218	16656	SH	SOLE	16656	0	0
HORIZON PHARMA PLC	SHS	G4617B105	2234	84517	SH	SOLE	84517	0	0
HORMEL FOODS CORP	COM	440452100	80065	1788754	SH	SOLE	1788754	0	0
HOSPITALITY PPTYS TR	COM SH BEN INT	44106M102	1343	51059	SH	SOLE	51059	0	0
HOST HOTELS & RESORTS INC	COM	44107P104	7358	389296	SH	SOLE	389296	0	0
HOSTESS BRANDS INC	CL A	44109J106	134	10735	SH	SOLE	10735	0	0
HOUGHTON MIFFLIN HARCOURT CO	COM	44157R109	82	11251	SH	SOLE	11251	0	0
HOWARD HUGHES CORP	COM	44267D107	979	8903	SH	SOLE	8903	0	0
HP INC	COM	40434L105	7924	407836	SH	SOLE	407836	0	0
HUBBELL INC	COM	443510607	565	4789	SH	SOLE	4789	0	0
HUBSPOT INC	COM	443573100	960	5776	SH	SOLE	5776	0	0
HUDSON PAC PPTYS INC	COM	444097109	1208	35084	SH	SOLE	35084	0	0
HUMANA INC	COM	444859102	6425	24154	SH	SOLE	24154	0	0
HUNT J B TRANS SVCS INC	COM	445658107	8184	80800	SH	SOLE	80800	0	0
HUNTINGTON BANCSHARES INC	COM	446150104	5899	465201	SH	SOLE	465201	0	0
HUNTINGTON INGALLS INDS INC	COM	446413106	3590	17325	SH	SOLE	17325	0	0
HUNTSMAN CORP	COM	447011107	292	12976	SH	SOLE	12976	0	0
HUTCHISON CHINA MEDITECH LTD	SPONSORED ADR	44842L103	352	11501	SH	SOLE	11501	0	0
IAC INTERACTIVECORP	COM	44919P508	744	3543	SH	SOLE	3543	0	0
IBERIABANK CORP	COM	450828108	941	13125	SH	SOLE	13125	0	0
ICU MED INC	COM	44930G107	494	2063	SH	SOLE	2063	0	0
IDACORP INC	COM	451107106	1019	10240	SH	SOLE	10240	0	0
IDEX CORP	COM	45167R104	1007	6634	SH	SOLE	6634	0	0
IDEXX LABS INC	COM	45168D104	17669	79019	SH	SOLE	79019	0	0
IHS MARKIT LTD	SHS	G47567105	2385	43862	SH	SOLE	43862	0	0
II VI INC	COM	902104108	318	8549	SH	SOLE	8549	0	0
ILLINOIS TOOL WKS INC	COM	452308109	85831	598003	SH	SOLE	598003	0	0
ILLUMINA INC	COM	452327109	45401	146131	SH	SOLE	146131	0	0
IMMUNOGEN INC	COM	45253H101	180	66255	SH	SOLE	66255	0	0
IMMUNOMEDICS INC	COM	452907108	1692	88066	SH	SOLE	88066	0	0
INCYTE CORP	COM	45337C102	21138	245757	SH	SOLE	245757	0	0
INDEPENDENCE RLTY TR INC	COM	45378A106	132	12268	SH	SOLE	12268	0	0
INDEPENDENT BANK CORP MASS	COM	453836108	310	3827	SH	SOLE	3827	0	0
INFINERA CORPORATION	COM	45667G103	71	16402	SH	SOLE	16402	0	0
INGERSOLL-RAND PLC	SHS	G47791101	3161	29286	SH	SOLE	29286	0	0
INGEVITY CORP	COM	45688C107	1118	10589	SH	SOLE	10589	0	0
INGREDION INC	COM	457187102	541	5709	SH	SOLE	5709	0	0
INNOSPEC INC	COM	45768S105	278	3340	SH	SOLE	3340	0	0
INNOVIVA INC	COM	45781M101	614	43798	SH	SOLE	43798	0	0
INOGEN INC	COM	45780L104	395	4137	SH	SOLE	4137	0	0
INOVIO PHARMACEUTICALS INC	COM NEW	45773H201	156	41840	SH	SOLE	41840	0	0
INPHI CORP	COM	45772F107	207	4722	SH	SOLE	4722	0	0
INSIGHT ENTERPRISES INC	COM	45765U103	269	4879	SH	SOLE	4879	0	0
INSMED INC	COM PAR $.01	457669307	1008	34667	SH	SOLE	34667	0	0
INSPERITY INC	COM	45778Q107	918	7422	SH	SOLE	7422	0	0
INSULET CORP	COM	45784P101	226	2374	SH	SOLE	2374	0	0
INSYS THERAPEUTICS INC NEW	COM NEW	45824V209	130	28146	SH	SOLE	28146	0	0
INTEGER HLDGS CORP	COM	45826H109	320	4245	SH	SOLE	4245	0	0
INTEGRA LIFESCIENCES HLDGS C	COM NEW	457985208	484	8690	SH	SOLE	8690	0	0
INTEGRATED DEVICE TECHNOLOGY	COM	458118106	1784	36418	SH	SOLE	36418	0	0
INTEL CORP	COM	458140100	210755	3924665	SH	SOLE	3924665	0	0
INTELLIA THERAPEUTICS INC	COM	45826J105	324	18976	SH	SOLE	18976	0	0
INTERACTIVE BROKERS GROUP IN	COM CL A	45841N107	818	15761	SH	SOLE	15761	0	0
INTERCEPT PHARMACEUTICALS IN	COM	45845P108	1491	13331	SH	SOLE	13331	0	0
INTERCONTINENTAL EXCHANGE IN	COM	45866F104	14202	186530	SH	SOLE	186530	0	0
INTERDIGITAL INC	COM	45867G101	614	9299	SH	SOLE	9299	0	0
INTERNATIONAL BANCSHARES COR	COM	459044103	664	17450	SH	SOLE	17450	0	0
INTERNATIONAL BUSINESS MACHS	COM	459200101	46227	327621	SH	SOLE	327621	0	0
INTERNATIONAL FLAVORS&FRAGRA	COM	459506101	2310	17935	SH	SOLE	17935	0	0
INTERNATIONAL SPEEDWAY CORP	CL A	460335201	9565	219232	SH	SOLE	219232	0	0
INTERPUBLIC GROUP COS INC	COM	460690100	1026	48826	SH	SOLE	48826	0	0
INTL PAPER CO	COM	460146103	3234	69898	SH	SOLE	69898	0	0
INTRA CELLULAR THERAPIES INC	COM	46116X101	287	23594	SH	SOLE	23594	0	0
INTREPID POTASH INC	COM	46121Y102	39	10388	SH	SOLE	10388	0	0
INTREXON CORP	COM	46122T102	303	57512	SH	SOLE	57512	0	0
INTUIT	COM	461202103	54791	209597	SH	SOLE	209597	0	0
INTUITIVE SURGICAL INC	COM NEW	46120E602	49972	87581	SH	SOLE	87581	0	0
INVESCO LTD	SHS	G491BT108	1934	100138	SH	SOLE	100138	0	0
INVESCO MORTGAGE CAPITAL INC	COM	46131B100	738	46735	SH	SOLE	46735	0	0
INVESTORS BANCORP INC NEW	COM	46146L101	662	55823	SH	SOLE	55823	0	0
INVITATION HOMES INC	COM	46187W107	1641	67452	SH	SOLE	67452	0	0
IONIS PHARMACEUTICALS INC	COM	462222100	4244	52288	SH	SOLE	52288	0	0
IOVANCE BIOTHERAPEUTICS INC	COM	462260100	508	53438	SH	SOLE	53438	0	0
IPG PHOTONICS CORP	COM	44980X109	649	4275	SH	SOLE	4275	0	0
IQVIA HLDGS INC	COM	46266C105	6048	42041	SH	SOLE	42041	0	0
IRIDIUM COMMUNICATIONS INC	COM	46269C102	357	13504	SH	SOLE	13504	0	0
IROBOT CORP	COM	462726100	439	3734	SH	SOLE	3734	0	0
IRON MTN INC NEW	COM	46284V101	4397	124003	SH	SOLE	124003	0	0
IRONWOOD PHARMACEUTICALS INC	COM CL A	46333X108	918	67830	SH	SOLE	67830	0	0
ISHARES TR	IBOXX HI YD ETF	464288513	2023	23395	SH	SOLE	23395	0	0
ITRON INC	COM	465741106	224	4812	SH	SOLE	4812	0	0
ITT INC	COM	45073V108	444	7661	SH	SOLE	7661	0	0
J & J SNACK FOODS CORP	COM	466032109	10060	63334	SH	SOLE	63334	0	0
J2 GLOBAL INC	COM	48123V102	955	11033	SH	SOLE	11033	0	0
JABIL INC	COM	466313103	332	12485	SH	SOLE	12485	0	0
JACK IN THE BOX INC	COM	466367109	410	5053	SH	SOLE	5053	0	0
JACOBS ENGR GROUP INC	COM	469814107	1068	14205	SH	SOLE	14205	0	0
JANUS HENDERSON GROUP PLC	ORD SHS	G4474Y214	868	34756	SH	SOLE	34756	0	0
JAZZ PHARMACEUTICALS PLC	SHS USD	G50871105	3156	22075	SH	SOLE	22075	0	0
JBG SMITH PPTYS	COM	46590V100	1413	34170	SH	SOLE	34170	0	0
JD COM INC	SPON ADR CL A	47215P106	19499	646741	SH	SOLE	646741	0	0
JEFFERIES FINL GROUP INC	COM	47233W109	629	33482	SH	SOLE	33482	0	0
JETBLUE AWYS CORP	COM	477143101	439	26815	SH	SOLE	26815	0	0
JOHN BEAN TECHNOLOGIES CORP	COM	477839104	396	4313	SH	SOLE	4313	0	0
JOHNSON & JOHNSON	COM	478160104	169986	1216008	SH	SOLE	1216008	0	0
JOHNSON CTLS INTL PLC	SHS	G51502105	6744	182566	SH	SOLE	182566	0	0
JONES LANG LASALLE INC	COM	48020Q107	2181	14145	SH	SOLE	14145	0	0
JPMORGAN CHASE & CO	COM	46625H100	107475	1061696	SH	SOLE	1061696	0	0
JUNIPER NETWORKS INC	COM	48203R104	4029	152207	SH	SOLE	152207	0	0
KADMON HLDGS INC	COM	48283N106	29	10841	SH	SOLE	10841	0	0
KAISER ALUMINUM CORP	COM PAR $0.01	483007704	232	2215	SH	SOLE	2215	0	0
KALA PHARMACEUTICALS INC	COM	483119103	109	13223	SH	SOLE	13223	0	0
KAMAN CORP	COM	483548103	222	3804	SH	SOLE	3804	0	0
KANSAS CITY SOUTHERN	COM NEW	485170302	2062	17775	SH	SOLE	17775	0	0
KARYOPHARM THERAPEUTICS INC	COM	48576U106	152	26015	SH	SOLE	26015	0	0
KB HOME	COM	48666K109	396	16390	SH	SOLE	16390	0	0
KBR INC	COM	48242W106	530	27746	SH	SOLE	27746	0	0
KELLOGG CO	COM	487836108	1712	29828	SH	SOLE	29828	0	0
KEMPER CORP DEL	COM	488401100	1411	18528	SH	SOLE	18528	0	0
KENNAMETAL INC	COM	489170100	591	16076	SH	SOLE	16076	0	0
KENNEDY-WILSON HLDGS INC	COM	489398107	291	13627	SH	SOLE	13627	0	0
KEYCORP NEW	COM	493267108	6176	392129	SH	SOLE	392129	0	0
KEYSIGHT TECHNOLOGIES INC	COM	49338L103	1974	22639	SH	SOLE	22639	0	0
KILROY RLTY CORP	COM	49427F108	2377	31298	SH	SOLE	31298	0	0
KIMBERLY CLARK CORP	COM	494368103	85593	690825	SH	SOLE	690825	0	0
KIMCO RLTY CORP	COM	49446R109	5328	287983	SH	SOLE	287983	0	0
KINDER MORGAN INC DEL	COM	49456B101	6863	342959	SH	SOLE	342959	0	0
KIRBY CORP	COM	497266106	356	4737	SH	SOLE	4737	0	0
KITE RLTY GROUP TR	COM NEW	49803T300	182	11412	SH	SOLE	11412	0	0
KLA-TENCOR CORP	COM	482480100	15683	131338	SH	SOLE	131338	0	0
KNIGHT SWIFT TRANSN HLDGS IN	CL A	499049104	357	10933	SH	SOLE	10933	0	0
KNOWLES CORP	COM	49926D109	213	12101	SH	SOLE	12101	0	0
KOHLS CORP	COM	500255104	1920	27920	SH	SOLE	27920	0	0
KORN FERRY	COM NEW	500643200	361	8055	SH	SOLE	8055	0	0
KRAFT HEINZ CO	COM	500754106	26646	816099	SH	SOLE	816099	0	0
KROGER CO	COM	501044101	4220	171561	SH	SOLE	171561	0	0
KURA ONCOLOGY INC	COM	50127T109	265	15996	SH	SOLE	15996	0	0
L BRANDS INC	COM	501797104	1273	46139	SH	SOLE	46139	0	0
L3 TECHNOLOGIES INC	COM	502413107	1979	9590	SH	SOLE	9590	0	0
LA Z BOY INC	COM	505336107	212	6420	SH	SOLE	6420	0	0
LABORATORY CORP AMER HLDGS	COM NEW	50540R409	2360	15426	SH	SOLE	15426	0	0
LADDER CAP CORP	CL A	505743104	171	10037	SH	SOLE	10037	0	0
LADENBURG THALMAN FIN SVCS I	COM	50575Q102	31	11067	SH	SOLE	11067	0	0
LAM RESEARCH CORP	COM	512807108	22263	124366	SH	SOLE	124366	0	0
LAMAR ADVERTISING CO NEW	CL A	512816109	2093	26404	SH	SOLE	26404	0	0
LAMB WESTON HLDGS INC	COM	513272104	2243	29932	SH	SOLE	29932	0	0
LANCASTER COLONY CORP	COM	513847103	19973	127471	SH	SOLE	127471	0	0
LANDS END INC NEW	COM	51509F105	1089	65543	SH	SOLE	65543	0	0
LANDSTAR SYS INC	COM	515098101	385	3515	SH	SOLE	3515	0	0
LAREDO PETROLEUM INC	COM	516806106	66	21294	SH	SOLE	21294	0	0
LATTICE SEMICONDUCTOR CORP	COM	518415104	152	12732	SH	SOLE	12732	0	0
LAUDER ESTEE COS INC	CL A	518439104	5975	36094	SH	SOLE	36094	0	0
LAUREATE EDUCATION INC	CL A	518613203	154	10310	SH	SOLE	10310	0	0
LAZARD LTD	SHS A	G54050102	597	16511	SH	SOLE	16511	0	0
LCI INDS	COM	50189K103	259	3374	SH	SOLE	3374	0	0
LEGACY TEX FINL GROUP INC	COM	52471Y106	242	6474	SH	SOLE	6474	0	0
LEGG MASON INC	COM	524901105	494	18037	SH	SOLE	18037	0	0
LEGGETT & PLATT INC	COM	524660107	77860	1844138	SH	SOLE	1844138	0	0
LEIDOS HLDGS INC	COM	525327102	1205	18796	SH	SOLE	18796	0	0
LENDINGCLUB CORP	COM	52603A109	108	34916	SH	SOLE	34916	0	0
LENDINGTREE INC NEW	COM	52603B107	521	1481	SH	SOLE	1481	0	0
LENNAR CORP	CL A	526057104	4483	91331	SH	SOLE	91331	0	0
LENNOX INTL INC	COM	526107107	830	3140	SH	SOLE	3140	0	0
LEXICON PHARMACEUTICALS INC	COM NEW	528872302	226	40683	SH	SOLE	40683	0	0
LEXINGTON REALTY TRUST	COM	529043101	695	76704	SH	SOLE	76704	0	0
LHC GROUP INC	COM	50187A107	449	4047	SH	SOLE	4047	0	0
LIBERTY EXPEDIA HLDGS INC	SER A COM	53046P109	266	6206	SH	SOLE	6206	0	0
LIBERTY GLOBAL PLC	SHS CL A	G5480U104	3129	125581	SH	SOLE	125581	0	0
LIBERTY GLOBAL PLC	SHS CL C	G5480U120	7834	323571	SH	SOLE	323571	0	0
LIBERTY LATIN AMERICA LTD	COM CL C	G9001E128	253	13002	SH	SOLE	13002	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	2221	45878	SH	SOLE	45878	0	0
LIFE STORAGE INC	COM	53223X107	1406	14458	SH	SOLE	14458	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	1474	11728	SH	SOLE	11728	0	0
LILLY ELI & CO	COM	532457108	18228	140475	SH	SOLE	140475	0	0
LIMELIGHT NETWORKS INC	COM	53261M104	39	12052	SH	SOLE	12052	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	11189	133414	SH	SOLE	133414	0	0
LINCOLN NATL CORP IND	COM	534187109	3175	54090	SH	SOLE	54090	0	0
LINDE PLC	COM	G5494J103	98458	559644	SH	SOLE	559644	0	0
LINDSAY CORP	COM	535555106	10091	104253	SH	SOLE	104253	0	0
LITHIA MTRS INC	CL A	536797103	296	3186	SH	SOLE	3186	0	0
LITTELFUSE INC	COM	537008104	394	2158	SH	SOLE	2158	0	0
LIVANOVA PLC	SHS	G5509L101	1097	11281	SH	SOLE	11281	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	769	12103	SH	SOLE	12103	0	0
LIVENT CORP	COM	53814L108	251	20452	SH	SOLE	20452	0	0
LIVEPERSON INC	COM	538146101	235	8100	SH	SOLE	8100	0	0
LIVERAMP HLDGS INC	COM	53815P108	727	13321	SH	SOLE	13321	0	0
LKQ CORP	COM	501889208	3593	126616	SH	SOLE	126616	0	0
LOCKHEED MARTIN CORP	COM	539830109	13036	43429	SH	SOLE	43429	0	0
LOEWS CORP	COM	540424108	5895	122994	SH	SOLE	122994	0	0
LOGMEIN INC	COM	54142L109	522	6521	SH	SOLE	6521	0	0
LOUISIANA PAC CORP	COM	546347105	666	27328	SH	SOLE	27328	0	0
LOWES COS INC	COM	548661107	96966	885780	SH	SOLE	885780	0	0
LPL FINL HLDGS INC	COM	50212V100	756	10855	SH	SOLE	10855	0	0
LTC PPTYS INC	COM	502175102	248	5421	SH	SOLE	5421	0	0
LULULEMON ATHLETICA INC	COM	550021109	12173	74286	SH	SOLE	74286	0	0
LUMENTUM HLDGS INC	COM	55024U109	1029	18198	SH	SOLE	18198	0	0
LUMINEX CORP DEL	COM	55027E102	480	20881	SH	SOLE	20881	0	0
LYONDELLBASELL INDUSTRIES N	SHS - A -	N53745100	6631	78869	SH	SOLE	78869	0	0
M & T BK CORP	COM	55261F104	5474	34859	SH	SOLE	34859	0	0
MACERICH CO	COM	554382101	1577	36385	SH	SOLE	36385	0	0
MACK CALI RLTY CORP	COM	554489104	841	37870	SH	SOLE	37870	0	0
MACROGENICS INC	COM	556099109	375	20835	SH	SOLE	20835	0	0
MACYS INC	COM	55616P104	1676	69746	SH	SOLE	69746	0	0
MADDEN STEVEN LTD	COM	556269108	403	11910	SH	SOLE	11910	0	0
MAGELLAN HEALTH INC	COM NEW	559079207	285	4323	SH	SOLE	4323	0	0
MAGENTA THERAPEUTICS INC	COM	55910K108	211	12831	SH	SOLE	12831	0	0
MALLINCKRODT PUB LTD CO	SHS	G5785G107	422	19400	SH	SOLE	19400	0	0
MANHATTAN ASSOCS INC	COM	562750109	459	8331	SH	SOLE	8331	0	0
MANNKIND CORP	COM NEW	56400P706	160	81404	SH	SOLE	81404	0	0
MANPOWERGROUP INC	COM	56418H100	442	5345	SH	SOLE	5345	0	0
MARATHON OIL CORP	COM	565849106	2540	152021	SH	SOLE	152021	0	0
MARATHON PETE CORP	COM	56585A102	7213	120523	SH	SOLE	120523	0	0
MARKEL CORP	COM	570535104	1766	1773	SH	SOLE	1773	0	0
MARKETAXESS HLDGS INC	COM	57060D108	1947	7911	SH	SOLE	7911	0	0
MARRIOTT INTL INC NEW	CL A	571903202	33262	265901	SH	SOLE	265901	0	0
MARRIOTT VACTINS WORLDWID CO	COM	57164Y107	716	7663	SH	SOLE	7663	0	0
MARSH & MCLENNAN COS INC	COM	571748102	11928	127034	SH	SOLE	127034	0	0
MARTIN MARIETTA MATLS INC	COM	573284106	1518	7546	SH	SOLE	7546	0	0
MARVELL TECHNOLOGY GROUP LTD	ORD	G5876H105	1065	53546	SH	SOLE	53546	0	0
MASCO CORP	COM	574599106	2084	53017	SH	SOLE	53017	0	0
MASIMO CORP	COM	574795100	831	6011	SH	SOLE	6011	0	0
MASTEC INC	COM	576323109	592	12318	SH	SOLE	12318	0	0
MASTERCARD INC	CL A	57636Q104	54525	231576	SH	SOLE	231576	0	0
MATADOR RES CO	COM	576485205	507	26222	SH	SOLE	26222	0	0
MATSON INC	COM	57686G105	211	5839	SH	SOLE	5839	0	0
MATTEL INC	COM	577081102	536	41233	SH	SOLE	41233	0	0
MATTHEWS INTL CORP	CL A	577128101	8972	242814	SH	SOLE	242814	0	0
MAXIM INTEGRATED PRODS INC	COM	57772K101	11852	222899	SH	SOLE	222899	0	0
MAXIMUS INC	COM	577933104	889	12519	SH	SOLE	12519	0	0
MAXLINEAR INC	COM	57776J100	222	8705	SH	SOLE	8705	0	0
MCCORMICK & CO INC	COM NON VTG	579780206	89927	597005	SH	SOLE	597005	0	0
MCDERMOTT INTL INC	COM	580037703	258	34661	SH	SOLE	34661	0	0
MCDONALDS CORP	COM	580135101	127868	673344	SH	SOLE	673344	0	0
MCGRATH RENTCORP	COM	580589109	9191	162476	SH	SOLE	162476	0	0
MCKESSON CORP	COM	58155Q103	4790	40915	SH	SOLE	40915	0	0
MDU RES GROUP INC	COM	552690109	11193	433330	SH	SOLE	433330	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	2187	118137	SH	SOLE	118137	0	0
MEDICINES CO	COM	584688105	1038	37128	SH	SOLE	37128	0	0
MEDICINOVA INC	COM NEW	58468P206	155	18660	SH	SOLE	18660	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	1044	14250	SH	SOLE	14250	0	0
MEDIFAST INC	COM	58470H101	206	1614	SH	SOLE	1614	0	0
MEDNAX INC	COM	58502B106	295	10871	SH	SOLE	10871	0	0
MEDPACE HLDGS INC	COM	58506Q109	898	15236	SH	SOLE	15236	0	0
